	Question	Reponse
21703	Cela venait de la porte d'à côté. Quelqu'un a renversé un poêle à kérosène.	C'est horrible.  J'espère que toi et ta famille vous en êtes sortis indemnes !
21705	J'y ai trouvé des photos de la maison de ma mère pendant son enfance. Je ne savais pas qu'elle avait vécu dans une ferme quand elle était petite, elle n'en parlait jamais !	C'est plutôt excitant ! J'espère que cela suscitera beaucoup de nouvelles conversations pour vous deux.
21720	Je me sens un peu mieux chaque jour. Il a toujours été très gentil avec moi et ma mère en grandissant, alors il me manque toujours.	Mon père me manque tout autant, je suggère d'y aller et de faire quelque chose que vous aimiez faire tous les deux ensemble. Je trouve que je me sens plus proche d'eux dans ces moments-là, presque comme si nous les partagions encore ensemble.
21724	Oui, il l'est. Je suis heureuse qu'il soit si compréhensif à propos de mon côté collant. Je ne travaille pas alors je suis souvent seule.	Je suis heureuse que vous vous soyez trouvés. Il a l'air d'être un type sympa.
21765	Mon petit ami m'a demandé en mariage hier soir !	Félicitations ! C'est génial ! Depuis combien de temps êtes-vous ensemble ?
21777	Je me sens tellement à l'aise et heureuse lorsque mon mari est à la maison avec moi. Je n'aime pas être seule à la maison	C'est mignon. Vous devez avoir une super relation.
21780	Je ne l'ai pas fait, mais j'ai été très nerveux pendant un petit moment. Ma femme ne l'a pas aussi bien géré.	Oh non. Je suis désolé d'entendre ça. Au moins, vous avez tous les deux survécu au vol.
21782	Nous sommes allés sur un lac pas loin d'ici.  Nous nous sommes beaucoup amusés sur le bateau... il n'y avait personne d'autre sur l'eau un des jours !	Ce serait génial d'avoir le lac entier pour toi ! Je suppose que le temps était agréable aussi si vous avez pu utiliser le bateau presque tous les jours !
21786	Oui, jusqu'à ce que nous ayons le nouveau fauteuil inclinable, je m'asseyais dans un fauteuil inclinable vieux de 20 ans et qui me faisait mal au dos.	Ugh ! C'est cool qu'elle ait obtenu un double pour que vous puissiez aussi vous asseoir l'un à côté de l'autre.
21791	J'ai bousillé les plans d'une soirée de sortie avec ma femme. Nous avons fini par devoir annuler et elle en était vraiment furieuse.	Oh, je parie que tu étais assez bouleversée. Vous avez reporté le rendez-vous ?
21806	Je me suis mariée	Oh mon Dieu ! Félicitations ! Combien de temps avez-vous été ensemble avant de faire le grand saut ?
21823	Ils étaient silencieux, c'était censé être un discours de deux minutes. Le chauffeur de bus a dit que vous feriez mieux d'écouter, il a l'air sérieux.	C'est génial, vous avez tous gagné ?
21870	Elle est normalement une élève D mais elle a travaillé très dur et a obtenu le tableau d'honneur A B !	wow, c'est très gentil. Vous devez être très heureux tous les deux.
21872	Je suis heureuse en ménage depuis 10 ans.	C'est une longue période ! Toi et ton partenaire devez vraiment vous aimer.
21890	Ma femme a toujours eu un voyage en tête depuis que je la connais. Elle a récemment eu un gros anniversaire, alors je lui ai fait la surprise du voyage. Nous y sommes allés et elle a adoré. Cela m'a fait plaisir de la voir si heureuse.	C'est merveilleux ! Où allez-vous aller ?
21891	C'était juste un voyage sur la côte ouest. Il y avait une poignée de choses qu'elle a toujours voulu voir/faire. Nous les avons donc toutes faites.	Je suis contente que vous ayez passé un bon moment. Tu prévois un autre voyage ?
21945	Quand j'étais plus jeune, j'ai obtenu mon permis de conduire. J'avais tellement peur de conduire, car je ne voulais pas avoir d'accident.	Sois positif. Ne déviez pas de votre esprit pendant que vous conduisez. Concentre-toi entièrement sur la conduite. Tu peux.
21984	Je suis censée rendre visite à la famille de ma sœur pour Thanksgiving cette année, mais je n'ai pas vraiment hâte d'y être. Nous ne nous sommes pas entendus ces dernières années.	Les rivalités entre frères et sœurs sont malheureuses. J'espère que vous pourrez vous réconcilier tous les deux un jour ?
22067	Mon patron et moi sommes allés déjeuner et avons eu une conversation personnelle sur des questions de vie.	Sympa ! Qu'est-ce que vous avez mangé ?
22068	Nous sommes allés dans un restaurant de tacos local. C'était une bonne conversation.	C'est bien que la conversation ait été profitable ! Vous vous parlez souvent ?
22156	Oui, c'est tellement vrai	Je vous souhaite à tous les deux le meilleur pour l'avenir.
22182	J'attendais que ma meilleure amie vienne pour que nous puissions regarder un film, mais elle n'est pas venue.	Je suis désolé. Je sais que ça a dû être une déception. Vous pouvez reporter la réunion ?
22292	Oui, je ne l'ai pas vu depuis un an	C'est merveilleux. J'espère que vous passerez de bons moments ensemble.
22319	Je l'ai appelée tout de suite et nous avons reporté le rendez-vous ! Mais je me sentais si mal.	Je suis heureuse que tu aies pu reporter ton rendez-vous.
22616	Oui, je devrais. C'est toujours difficile. J'ai l'impression de l'avoir laissé tomber en ne lui rendant pas service.	Oui mais ça arrive et vous devriez tous les deux essayer d'aller de l'avant
22635	Ma petite amie depuis 10 ans a rompu avec moi hier.	Awww mec, ça craint ! Je pensais que tout allait bien entre vous deux.
22681	Oui, il travaille dur. Même si mes enfants étaient avec moi et que nous avons gardé nos routines habituelles, j'étais malheureuse quand il n'était pas là. Je pleurais après son départ tous les dimanches. Heureusement, maintenant, il a un travail où il est à la maison tous les jours à l'heure du souper.	Ohh bien pour toi. Vous êtes faits l'un pour l'autre !
22709	Je vais bien, elle a dû subir environ 60 points de suture sous ses jambes et près de son cou. Elle a reçu tellement de friandises et se porte très bien, si ce n'est qu'elle se méfie un peu des chats.	Omg.  Je suis heureuse que vous alliez bien tous les deux.  Cela a dû être effrayant.  Elle mérite de l'amour supplémentaire.  Quel bon chien.
22710	Un si bon dogue !	Je vous apporterai à tous les deux quelque chose de spécial la prochaine fois que je viendrai.  Je suis si heureuse qu'elle ait été là.  J'aimerais cependant qu'elle ne soit pas blessée.
22724	Nous le faisons ! Nous lui organisons une fête ce week-end.	Cela a l'air d'être très amusant ! Je parie que vous passerez tous un moment fabuleux.
22907	J'ai vu une autre femme regarder mon petit ami de haut en bas pendant que nous faisions la queue au magasin.	Wow, je me demande si elle savait que vous étiez ensemble. Savait-elle que tu l'avais vue ?
22910	Bien sûr que si !   Bien sûr, on ne peut pas faire une fête d'ado sans alcool, alors inutile de dire que nous étions tous ivres.   Nous avons tenté de jouer aux fléchettes.   Comme nous étions tous ivres, nous avons raté la planche en laissant des trous partout sur le mur.  La maison était saccagée lorsque mes parents sont revenus.  Des années plus tard, je m'en veux encore.	Hahaha, c'est très drôle. J'espère que vous êtes toujours en bons termes. Pour être honnête, les petits trous semblent être une solution facile.
22936	Oui, tu as tout à fait raison. Je voulais juste être son modèle et il a surpassé ce que je peux faire.	Je comprends. Mon petit frère aussi. J'ai la famille et il a la carrière. Nous avons 10 ans d'écart, mais il gagne beaucoup plus d'argent que moi. Peut-être que tu peux demander à ton frère d'investir dans des maisons, et vous pourriez tous créer une entreprise.
22971	elle a 9 ans	Wow, ça a dû être un gros coup pour vous deux.
23065	Cela a vraiment blessé mes sentiments. J'aurais aimé qu'il gère mieux la situation. Je suis plus déçue par son emportement que par ce qu'il a dit.	Vous devriez peut-être parler
23241	C'était si agréable	Un lien fraternel est incassable. Je suis heureux que vous ayez pu passer du temps ensemble.
23349	Toute ma famille a pu se rendre à nos retrouvailles. J'étais tellement heureuse de les voir	Cela a dû être amusant, où vous êtes-vous rencontrés ?
23455	Vraiment ? Eh bien, cela me donne plus de confiance pour faire le grand saut et adopter un chaton !	Yup ! Je suis sûre que vous allez y arriver !
23490	Je confie ma vie à ma femme	C'est un bon lien, depuis combien de temps êtes-vous ensemble ?
23491	11 ans et plus. Nous nous complétons parfaitement.	très adorable bien pour vous les gars
23497	Il parle surtout français, et bien que je le comprenne parfaitement, j'ai du mal à parler. Finalement, ça s'est bien passé, et il était super facile à vivre et m'a fait sentir comme une famille.	C'est bien ! Vous êtes proches maintenant ?
23501	Merci d'apprécier les enseignants !	Ma mère en est une, alors je sais à quel point vous êtes importants.
23524	C'est un peu vrai. Pour être honnête, quand j'y repense, ça me semble vraiment drôle. De plus, j'en ai parlé à mon ami et il ne s'en est même pas souvenu.	C'est bien que ton ami n'ait pas été trop affecté par tes actions. Si vous êtes allés de l'avant, alors c'était une excellente occasion d'apprendre !
23563	C'est un vieil Orient. Je l'imagine encore la porter pour des occasions spéciales.	Oh, super. Oui, il serait heureux de savoir que vous le portez maintenant.
23614	Je suis tellement gênée que j'ai dû plaquer mon rendez-vous pour aller aux toilettes. Je lui ai dit que j'étais malade !	Le rendez-vous ne se passait pas bien ?
23709	Merci. Il a eu 5 ans. Il voulait vraiment que je sois là et je suis tellement dévastée de ne pas avoir pu être là pour lui.	Tout ira bien. Tant que vous êtes tous les deux en bonne santé.
23772	J'ai reçu par courrier une carte d'anniversaire d'un oncle dont je n'ai pas eu de nouvelles depuis une éternité.	C'est génial, j'espère que vous pourrez continuer votre relation.
23794	La famille et moi partons en vacances en Floride.  Tellement pompée !	Oh, c'est vrai. Mais l'école ne commence-t-elle pas déjà ? Peut-être que vous avez des enfants qui ne sont pas en âge d'aller à l'école. Bref, je n'y suis allée que deux fois, pour aller à Disney World. C'est là que vous allez ? Si oui, j'espère que tu passeras un bon moment !
23888	C'est un bon ami, alors je voulais qu'il puisse passer quand je ne suis pas là et vérifier certaines choses. Et aussi s'il veut passer un moment avec moi.	C'est logique, vous allez bientôt sortir ensemble ?
23992	J'ai passé tout l'été avec ma copine longue distance, et maintenant je suis de retour à la maison pour l'université. C'est un peu décevant que maintenant, non seulement je n'ai pas sa compagnie, mais je dois aussi m'occuper des affaires de l'école. D'un extrême à l'autre.	Je parie que l'été est passé vite pour toi alors.  Vous vous êtes amusés ensemble ?
23993	Oui, nous sommes allés à Estes Park, dans le Colorado, et avons fait de la randonnée au pied des montagnes Rocheuses. C'était la première fois que je voyais des montagnes. Une expérience plutôt cool. Mais j'ai dû conduire tout le chemin jusqu'au Colorado, alors je peux comprendre ce qu'est un voyage en voiture.	Oui.  Ça craint que vous soyez séparés maintenant :( J'adorerais faire un voyage en montagne comme ça cependant.
24011	J'ai besoin d'argent pour acheter de la bière.  J'ai tellement honte de mon comportement.	C'est terrible, j'espère que les choses iront mieux pour vous deux
24020	J'ai perdu mon travail l'autre jour et je suis moi-même assez perdue.	"Je déteste les dictons, mais celui qui dit : ""Les temps difficiles ne durent pas, mais les gens difficiles oui"", s'applique vraiment. La vie est longue. Vous avez tout le temps de changer votre destin, et vous semblez assez conscient de vous-même pour le faire. J'espère que vous parviendrez à remonter la pente."
24035	Ma meilleure amie vient me rendre visite demain.	Cool !  Qu'est-ce que vous allez tous faire ?
24137	Je sais ! Je suis tellement contente ! Et j'ai vraiment hâte, nous allons aussi prendre le téléphérique.	Cela fait combien de temps que vous vous êtes vus ?
24159	Oui, elle a vraiment aimé je pense. Je voulais juste montrer à quel point elle comptait pour moi... avec un gâteau géant haha.	C'est une bonne idée, peut-être que tu pourrais aussi l'emmener à un rendez-vous mignon un jour ?
24423	J'ai hâte d'être à la semaine prochaine, je pars en vacances avec mon fiancé !	Cela a l'air amusant ! Où prévoyez-vous d'aller ?
24430	Je l'ai vue commencer le lycée, je me suis souvenue de son entrée en maternelle à ce qui semble être la semaine dernière.	"oh mon Dieu oui, ils grandissent si vite ; ensuite, tu sais qu'elle s'occupe de toi et que vous êtes tous vieux haha c'est tellement merveilleux."
24489	Mon amie m'a aidée à déménager à l'université la semaine dernière.	Awww, c'est si gentil de leur part, vous êtes proches ?
24542	Je vais voir mon fiancé qui vit dans un pays différent.	Quel pays ? Ça a l'air amusant, est-ce que vous faites quelque chose d'amusant là-bas ?
24553	Je n'ai jamais eu d'autre compagne que ma femme. Aujourd'hui, nous fêtons nos 40 ans d'existence.	awww, c'est si gentil que j'aspire à être comme toi avec mon fiancé, je me marierai bientôt ! Qu'est-ce que vous prévoyez de faire ? et quel est le secret de vos gars pour tenir une relation aussi longtemps ?
24781	Merci. C'est l'une des rares choses que j'ai réussies dans ma vie, alors j'en suis assez fier.	Vous devriez l'être.  Je suis sûr que votre famille l'apprécie aussi !
24789	J'espère aussi. Je déteste devoir attendre.	Oui, ce n'est pas drôle du tout. Je suis passé par là et c'est difficile de ne pas penser à autre chose. Je vous souhaite vraiment le meilleur
