Question	Reponse	Catégorie	Type	Source	FR?
Oui, c'est vrai. J'ai hâte d'être à nos retrouvailles pour pouvoir rattraper le temps perdu !	C'est une idée brillante.  Il n'y a rien de mieux que de rattraper de vieux amis.				
Un petit chiot errant est apparu dans mon allée hier.  Ma première réaction a été de contacter le refuge pour animaux de compagnie local.  Cependant, personne ne l'avait signalé.  J'ai décidé de le recueillir, de le laver et de le nourrir.  Je n'ai jamais été très portée sur les animaux mais je n'en revenais pas de ce que je ressentais pour ce pauvre petit chiot.	Awe, tu es une personne si attentionnée et aimante ! Vas-tu le garder ?				
Je ne le pensais pas, mais il a gagné mon cœur.  Personne ne l'a réclamé, même après avoir posé des affiches, alors oui, il fait officiellement partie de la famille.  Pour être honnête, je suis contente qu'aucun propriétaire ne se soit manifesté, je n'aurais jamais voulu l'abandonner, mais il a tout simplement volé mon cœur !	L'amour et l'attention que tu lui témoignes lui apporteront joie et bonheur !				
J'ai hâte de voyager. Je vais bientôt aller à Madagascar !	Wow ! Cela semble passionnant ! As-tu beaucoup voyagé autour du monde ?				
Je l'ai fait ! En fait, j'ai grandi en Arabie Saoudite	Voyager est le meilleur moyen d'apprendre à connaître d'autres cultures. Tu as beaucoup de chance d'avoir cette opportunité.				
J'avais l'habitude d'être très confiante jusqu'à il y a 8 ans.	Pourquoi 8 ans ? C'est une période très précise.				
3 personnes que je croyais être mes amis m'ont attaqué à l'improviste et m'ont laissé pour mort. J'ai eu beaucoup de mal à me faire des amis depuis lors.	C'est ridicule ! Ce n'étaient clairement pas tes amis. Il y a des gens bien meilleurs dans le monde.				
Le monde est sauvage. Je crois que les bonnes personnes peuvent nous amener à un meilleur endroit à l'avenir.	Je suis d'accord, nous avons besoin de plus de personnes morales pour nous guider.				
Je le pense aussi. Il y a des gens gentils et formidables dans le monde	Espérons qu'ils trouveront bientôt leur chemin vers le sommet, pour notre bien.				
Je vais voir un match des Braves demain pour la première fois et j'ai un peu d'appréhension.	Cela devrait être amusant ! Tu aimes le baseball ?				
J'adore le baseball, mais je souffre d'anxiété sociale et je suis un peu inquiet de la façon dont je vais réagir en étant dans une si grande foule.	Je pense que tu vas t'en sortir. Si tu as besoin d'un peu d'alcool pour te calmer, vas-y.				
Cela m'a vraiment secoué lorsque ma femme a demandé le divorce il y a 2 ans. Elle ne m'a donné aucun avertissement et a tout de suite engagé un avocat.	C'est terrible, tu ne savais pas que ça allait arriver ?				
Pas du tout, quand j'ai découvert qu'elle était déjà partie chez sa mère, pas de SMS ni rien. Elle avait laissé un mot sur la table	Que disait la note ?				
Notre maison est payée	Combien de temps cela t'a-t-il pris ? C'est incroyable.				
Environ 3 ans.  J'ai utilisé l'argent de la dernière maison et j'ai tout investi dans celle-ci.	Je considère que tu as de la chance. J'espère qu'un jour je pourrai rembourser complètement la mienne.				
J'étais super défoncée. Je me suis accidentellement sali devant des gens	Oh wow, ça a dû être une situation difficile. Surtout plus tard, quand tu avais de nouveau plus de contrôle.				
Oui. C'est le jour où j'ai décidé de ne plus boire.	Cela semble être une bonne décision. Bonne chance !				
Je dois m'occuper de la nouvelle entreprise de ma femme et moi et c'est assez stressant.	Mon mari possède une entreprise et c'est aussi stressant. Quel type d'entreprise avez-vous créé ?				
Une entreprise de services spirituels.	Oh ... Qu'est-ce que tu fais pour ça ?				
Je suis vraiment excitée pour ce week-end prochain !	Que se passe-t-il ce week-end ? J'espère que tu as prévu de bonnes choses.				
Une amie qui vit à l'étranger depuis environ un an va enfin revenir nous rendre visite !	C'est génial ! Je suis très contente pour toi que ce soit un bon événement pour toi !				
J'adore vivre dans ma propre maison, c'est un endroit où je peux m'asseoir et m'amuser. J'ai l'impression d'être le roi du château.	Au moins, tu es à l'aise et tu en profites ! Certaines personnes détesteraient être seules.				
Ma femme est également avec moi. J'ai l'impression que je peux nous préparer un bon avenir avec cette maison.	C'est génial ! Je suis sûre que tout va s'arranger.				
Je manque tellement de sommeil et mon bébé voulait jouer au milieu de la nuit et je lui ai simplement crié dessus :( Je me sens si mal.	C'est pour cela que j'ai peur d'avoir des enfants, ça a l'air terrible.				
J'adore être mère mais le manque de sommeil est si horrible	Cela semble être le cas, tu gagnes certains, tu en perds d'autres, je suppose.				
J'étais excitée quand mes parents m'ont offert une voiture comme cadeau de fin d'études.	wow ! C'est vraiment génial. Quel genre de voiture as-tu eu ?				
J'ai été dégoûté quand j'ai vu quelqu'un saigner pendant un combat, sa tête avait été fendue.	Quoi ? C'est absolument horrible				
Bonjour.	Salut ! Dis-moi quelque chose sur toi !				
Eh bien... Je me sens incroyablement coupable !	Oh non ? J'espère que tu vas bien. Pourquoi te sens-tu coupable ?				
Lors de mon premier rendez-vous avec ma femme, nous étions tellement ivres que j'ai fini par mouiller le lit !	oh wow ! A-t-elle remarqué ?				
Elle l'a fait ! Mais elle ne me l'a pas dit pendant des années !	Comment t'es-tu sentie quand tu as fini par découvrir qu'elle savait ?				
Absolument stupide ! Je ne savais pas que c'était possible !	Tu devais être vraiment ivre !				
L'autre jour, j'ai vécu une expérience vraiment effrayante.	C'est intéressant. Est-ce que tu vas bien ?				
Oui, je vais bien. Mais mon ami a eu un accident de voiture pendant que j'étais dans la voiture.	C'est une mauvaise nouvelle. J'espère que tout le monde est en bonne santé et se porte bien.				
Une nuit, je suis allée me promener dans les bois. C'était assez effrayant là-bas	Il s'est passé quelque chose ?				
Non, tout allait bien, mais l'expérience a fait froid dans le dos.	Oh, j'en suis sûr. Mais au moins, tout s'est bien terminé.				
Je suis allée camper l'autre jour et j'ai eu une très mauvaise expérience pendant le camping.	Pourquoi ce qui s'est passé ?				
J'ai fini par me perdre un peu dans les bois, ce qui n'était pas drôle. Heureusement, j'ai pu rejoindre mon groupe à un moment donné.	Oh, ça a l'air effrayant !  J'aurais eu peur.				
Quand j'étais adolescente, j'empruntais les vêtements de ma grande sœur à son insu.  Une fois, elle venait d'acheter une jolie robe neuve après avoir économisé tout son salaire.  Ce week-end, je l'ai empruntée et bien sûr, je l'ai déchirée !  Le lendemain, quand elle l'a découvert, elle était très en colère et je me suis sentie très mal.	Oh non ! J'espère qu'elle t'a pardonné depuis.				
Oh oui, elle l'a fait, c'était il y a longtemps maintenant mais à l'époque, la culpabilité était terrible.  Inutile de dire que j'ai appris ma leçon et que je n'ai plus jamais emprunté ses vêtements !	C'est probablement une bonne idée.				
J'ai beaucoup essayé de remonter le moral de ma mère ces derniers temps. Elle a un peu de mal.	Je suis désolé d'entendre cela. Je sais que cela peut être stressant.				
Oui, surtout depuis que je vis si loin d'elle. Je la laisse souvent chatter par vidéo avec mes enfants pour espérer ramener un peu de bonheur dans ses journées.	Oui, je l'espère aussi. Cela doit être douloureux à supporter.				
Mon dernier jour de travail était hier. J'étais tellement émue en rentrant chez moi que j'ai pleuré.	Je suis désolée d'apprendre que tu étais bouleversée ! Pourquoi as-tu dû démissionner ?				
Je retourne à l'école à plein temps. J'ai été là pendant plus de 10 ans. Tout le monde va me manquer.	Wow, c'est une longue période ! J'espère que tu pourras rester en contact avec tous tes anciens collègues de travail.				
C'était mon tour et on m'a appelé pour chanter. En chantant, j'ai remarqué que la fermeture éclair de mon pantalon était complètement ouverte parce qu'il s'était abîmé. C'était vraiment embarrassant et j'avais vraiment honte de moi.	Je suis désolée. Je peux imaginer ce que tu as ressenti ! J'espère que tu as frappé un home run !				
Oui, j'ai dû leur donner un signal pour pouvoir quitter la scène.	C'est quelque chose que je n'oublierai jamais. J'espère que tu auras une autre chance de le faire.				
Hier, j'ai trouvé mon petit ami avec quelqu'un d'autre !	hmmn, vraiment ?..j'imagine que tu as dû te sentir très mal				
J'allais exploser. J'en ai tellement marre de lui. J'en ai tellement marre.	Je suis vraiment désolé pour ça, s'est-il excusé ?				
Être une maman est un tel combat parfois. D'un côté, j'apprécie vraiment la pause que j'ai lorsque mon fils reste chez ses grands-parents. De l'autre, je me sens toujours un peu à côté de la plaque lorsqu'il n'est pas à la maison avec moi.	Je comprends tout à fait ce que tu veux dire. La paix et le calme, c'est bien, mais je parie que ton fils te manque quand il n'est pas là ?				
Absolument ! Je peux faire tellement de choses, mais je préfère vraiment qu'il soit simplement à la maison avec moi. Tout semble aller pour le mieux dans le monde quand il est là.	Ce n'est pas surprenant ! Tu envisages de retourner bientôt au travail ?				
Je me sentais extrêmement nerveuse. J'étais sur le point de monter sur scène devant 4000 personnes. Je n'arrivais presque pas à croire que cela se produisait !	Wow, cela fait beaucoup de monde ! Que faisais-tu sur scène ?				
Je faisais une présentation sur les comportements de leadership.	Cela me rendrait tellement nerveuse ! Je suis horrible devant les gens. Comment ça s'est passé ?				
Mon oncle est mort à l'hôpital, il avait la malaria, jusqu'à maintenant, je ne suis plus moi-même.	Je suis désolé d'entendre ça, c'est dur d'être seul.				
Je te le dis, c'est très difficile.  Il m'a aidé à m'entraîner à l'école	En quoi t'a-t-il formé ?				
J'ai une longue croisière à venir	Wow, raconte-moi				
C'est pour 14 jours, j'aurais aimé que ce soit plus long, mais j'ai hâte d'y être.	C'est génial, je suis si heureuse pour toi				
Mon voisin se moque de moi en plaisantant pour un commentaire que j'ai fait et qui est sorti très mal. Je deviens rouge chaque fois qu'il en parle maintenant.	Es-tu amie avec ton voisin ?				
Oui, lui et sa femme font partie de nos meilleurs amis !	Tu ne devrais pas être gênée devant tes meilleurs amis. Je suis sûre qu'il ne fait que s'amuser.				
J'ai failli faire la plus grosse erreur de ma vie et me coûter la meilleure chose qui me soit jamais arrivée. Mais j'ai dégrisé et je ne l'ai pas fait.	Oh non, ça n'a pas l'air bon. Qu'est-ce qui a failli se passer ?				
J'avais eu une énorme dispute avec ma copine, alors je suis sorti avec quelques copains et j'ai commencé à discuter et à flirter avec cette belle femme au barde.	Je suis contente que tu aies dessoûlé et que tu n'aies rien fait que tu regretterais plus tard !				
J'ai essayé une nouvelle saveur de slushie ce soir. Ça avait l'air très bon mais ça ne l'était pas. Une telle déception.	Oh, ne le prends pas si mal, c'est toujours comme ça, je suis désolé pour ça.				
Parfois, les choses ne fonctionnent tout simplement pas.	Tout s'arrangera si tu y crois				
J'avais l'impression que je ne réussirais pas,	Qu'est-ce que tu essayais de faire ?				
J'ai passé des examens et j'étais tendue quand le résultat n'est pas apparu.	Sont-ils jamais venus ?				
As-tu déjà été tellement blessée par quelqu'un que tu t'es dit que tu ne te mettrais JAMAIS en position d'être à nouveau blessée ?	Oh absolument. C'est le pire des sentiments. Qui t'a fait du mal et comment vas-tu maintenant ?				
Mon ex-mari et maintenant je me prépare à recommencer à sortir avec quelqu'un - Mais c'est tellement effrayant.	Les rencontres font partie de ces choses que tout le monde fait paraître si faciles, mais en réalité, il est tellement difficile de pouvoir s'ouvrir aux gens parfois. J'espère que les choses se passeront bien pour toi et que tu rencontreras quelqu'un qui te rendra très heureux !				
