	Question	Reponse
18246	J'étais vraiment dans l'expectative de toute façon	À quoi t'attendais-tu ?
18247	Que je vais obtenir le poste	Tu as l'air confiant. L'entretien s'est bien passé ?
18248	Mon mari a mis le paquet pour notre soirée de rendez-vous. J'étais très contente et ses efforts ont eu un grand impact sur moi.	C'est très bien, je suis heureuse pour toi.
18249	L'attention portée aux détails était remarquable. C'était une nuit inoubliable.	Félicitations, je suis si heureuse pour toi.
18250	Ma fausse dent est sortie alors que j'étais en rendez-vous avec un gars qui me plaisait depuis des mois ! C'était horrible.	A-t-il remarqué ? Cela aurait été embarrassant.
18251	Il l'a fait ! Je mangeais du pain et elle est sortie sans que je m'en aperçoive. Il essayait de le dire sans dire que ma dent était manquante.	A-t-il remarqué ? Cela aurait été embarrassant.
18252	Mon amie que je n'ai pas vue depuis longtemps est venue me rendre visite. Elle a épousé un homme très riche et j'étais un peu envieuse	Oh non ! Tu étais envieuse parce que tu l'aimais toi-même ou parce que tu n'as pas un mari riche ?
18253	Elle est arrivée dans une voiture de luxe et semble ne pas se soucier du monde. J'aimerais que ce soit moi certains jours.	Cela peut être toi, tu dois juste travailler dur pour y arriver.
18254	Je suis tellement en colère contre ma sœur parce qu'elle dit toujours du mal de moi dans mon dos...	C'est terrible, les familles ne devraient jamais se trahir entre elles.
18255	mais malheureusement, j'ai la pire famille...	Hé, la famille reste la famille. Malheureusement, nous n'avons pas le droit de choisir. Je sais que cela peut être difficile
18256	Une fois, j'ai eu un score terrible à un test qui était important pour ma note finale dans le cours, j'avais tellement peur de le dire à mes parents car c'était un cours très important.	Ne sois pas triste, tout ira bien.
18257	Merci, ça s'est bien passé car je suis maintenant à l'université haha.	C'est super alors, content que ça n'ait rien changé.
18258	Il s'avère que mon meilleur frère a le béguin pour MON béguin. Et devine quoi ? Elle l'aime aussi et ils sortent ensemble ce soir.	Et bien tu devrais être heureuse pour eux !
18259	Oh, toi aussi ? Est-ce que tout le monde a droit à de belles choses sauf moi ?	Non, mais si tu l'aimais vraiment, tu devrais être heureuse qu'elle ait trouvé quelqu'un qu'elle aime.
18260	Je regardais mes vieilles photos l'autre jour et cela m'a rappelé tellement de souvenirs !	J'espère qu'ils étaient mauvais
18261	ils ne l'étaient pas en fait.	peut-être que tu ne réalises pas qu'ils étaient mauvais parce que tu es optimiste à l'excès
18262	J'étais à une réunion récemment et le mari d'une amie flirtait avec moi.	Je me sens mal pour ton amie. Tu lui as dit ?
18263	Je ne savais pas quoi lui dire et j'avais peur qu'elle ne me croie pas et que cela la mette en colère contre moi. C'est une mauvaise situation.	Oh mon Dieu, ça a l'air terrible
18264	J'ai confiance en mon projet et je crois qu'il va faire des merveilles !	C'est génial - tu devrais toujours avoir confiance en toi. Quel est ton projet ?
18265	Un jeu sur lequel je travaille depuis si longtemps.	Cool ! Il y a beaucoup d'argent à gagner en créant des jeux ! Je parie que tu vas bien t'en sortir.
18266	Mon ami voulait impressionner une fille alors je l'ai laissé emprunter ma voiture de sport.	Wow, sérieusement.  Pourquoi cette mise en scène ?
18267	Elle n'était pas dans sa catégorie et il voulait quelque chose pour l'impressionner.	OK, peut-être qu'elle est matérialiste
18268	Ma grand-mère est tombée malade, et c'est moi qui m'occupe d'elle	J'espère qu'elle ira mieux. Cela doit être très dur de voir des êtres chers dans la maladie.
18269	Oh oui, elle va mieux, elle est tellement adorable, je l'aime tellement.	C'est merveilleux. J'espère que sa maladie n'a pas été trop éprouvante pour toi.
18270	Je viens de recevoir ma certification pour enseigner l'anglais comme deuxième langue !	Félicitations !!! As-tu déjà un emploi en vue ?
18271	Oui. Je vais enseigner à des enfants d'Asie.	C'est génial, c'est bien pour toi.
18272	Mec, j'aimerais vraiment pouvoir faire une pause au travail comme ma femme.	Ne le faisons pas tous !  Le travail est souvent l'une des choses les plus stressantes de la vie.
18273	Tu as mis le doigt sur le problème ! C'est gratifiant et stressant à la fois !	Où penses-tu que tu aimerais faire une pause ?
18274	Un ouvrier était censé venir à la maison pour réparer ma climatisation. J'ai changé mes plans pour lui et je suis restée assise. Puis il n'est jamais venu et n'a même pas pris la peine d'appeler.	C'est ennuyeux, l'as-tu appelé après qu'il ne soit pas venu ?
18275	Nous ne nous sommes pas donné la peine. À ce moment-là, nous ne voulions plus l'utiliser.	C'est compréhensible. Quelle expérience frustrante pour toi.
18276	Je me suis disputé pendant longtemps avec quelqu'un, puis tout le monde a découvert que j'avais tort.	Oh, je suis désolé. Tout le monde fait des erreurs parfois.
18277	Le truc, c'est que c'était mon frère, alors il ne me laissera jamais l'oublier maintenant.	C'est comme ça que ça marche avec les frères et sœurs !
18278	Ils sortent toujours la nuit	Il y a tellement de choses qui sortent la nuit. À quoi fais-tu référence ?
18279	Je fais référence au fantôme	Ils sortent aussi pendant la journée. C'est juste qu'ils sont plus effrayants la nuit.
18280	Mon père ne pouvait pas tomber plus bas, comment peut-on prendre de l'argent à son propre enfant ?	C'est horrible ! Je suis un parent et je ne pourrais jamais prendre de l'argent à mon enfant. L'as-tu confronté ?
18281	Je l'ai fait plusieurs fois, mais il menace de me mettre dehors et de tout gâcher	Quelle frustration ! Garde la tête haute et sois forte. Un jour, tu parviendras à l'empêcher de prendre ton argent.
18282	Quand j'étais en deuxième année, j'ai mouillé mon pantalon au milieu de la classe.	Oh, c'est tellement embarrassant
18283	Je sais ! J'avais super peur de ma maîtresse et j'avais peur de lui demander d'aller aux toilettes.	Pourquoi as-tu eu peur ? Ne le sois pas la prochaine fois, lève-toi et demande à ton professeur si tu veux aller aux toilettes, sinon tu vas mouiller ton pantalon.
18284	Ma femme est toujours là pour moi, alors je lui fais confiance plus que quiconque et je ne veux pas avoir d'autres amis qu'elle, elle est ma foi.	C'est vraiment bien, cependant, pour que le mariage reste frais et fort, je pense qu'il est important que tu aies des amis extérieurs.
18285	ce n'est qu'une conversation de normie, nous sommes tous les deux introvertis et nous détestons les gens	Haha, je connais bien ce sentiment. Je suppose que si cela fonctionne pour toi, alors ne change rien.
18286	je suis une blague, je suis ashram de ce que j'ai fait	qu'est-ce que tu as fait ???
18287	J'ai builié quelqu'un parce qu'il s'est moqué de ma mère, mais la personne avait déjà des difficultés à marcher et j'ai builié Je ne peux pas croire que j'ai fait ça.	Je suis sûr que tu t'en remettras. Personne ne devrait se moquer de nos mères.
18288	Je veux faire croire à mon majordome qu'il a gagné à la loterie. J'ai enregistré les numéros de loterie gagnants du journal local et je vais acheter un ticket avec les mêmes numéros et le donner à mon majordome.	C'est hilarant ! Est-il généralement partant pour une bonne farce ?
18289	Je ne suis pas sûre qu'il aime être la cible de farces, mais il aime me faire des farces et cette farce est pour se venger d'une farce qu'il a faite à moi et à ma cousine.	C'est juste. S'il les tire, il doit être prêt à ce qu'on les tire sur lui aussi.
18290	Je n'arrive pas à croire que Matt Ryan a obtenu 30 millions.	C'est une grosse somme d'argent !
18291	Oui, le plus haut salaire de la ligue.	Il est un QB de calibre Superbowl, alors je suppose qu'il le mérite.
18292	Je n'arrive pas à croire que j'ai été arrêté pour conduite en état d'ivresse ce week-end, je me suis laissé tomber.	Ce n'était pas intelligent.
18293	Je sais que je me suis promis de ne plus boire.	Pourquoi l'as-tu fait alors ?
18294	Mon amie vient d'emmener ses enfants à Disneyland et je me sens un peu mal à l'aise.	Pourquoi ça ?
18295	Cela faisait des années que je voulais faire ce voyage avec mes enfants. Je suis heureuse pour elle - j'aurais juste aimé que ce soit moi.	Je peux le comprendre. C'est un voyage difficile à faire, mais j'espère que tu pourras le faire bientôt.
18296	J'ai attendu 3 ans pour qu'ils réalisent la saison 3 et ils avaient promis qu'elle sortirait aujourd'hui, j'étais tellement dévastée quand j'ai appris qu'ils avaient dû la reporter encore plus :/ c'est tellement ennuyeux.	Garde espoir ! Ils le publieront tôt ou tard.
18297	Je l'espère :<	Tout va bien se passer et tu auras ce que tu veux.
18298	J'ai gagné un voyage à Washington D.C. il y a quelques années	Et comment c'était ? Tu as aimé ?
18299	Je me suis éclatée. J'ai rencontré des gens de tout le pays, visité de nombreux sites historiques et appris beaucoup de choses sur le fonctionnement du gouvernement.	Et comment c'était ? Tu as aimé ?
18300	J'ai hâte de participer à la fête d'anniversaire surprise de ma meilleure amie la semaine prochaine !	Cela a l'air tellement amusant ! J'adore les fêtes !
18301	J'en suis très heureuse - c'est une amie formidable et elle a 40 ans, alors c'est un événement important !	Hé, je viens d'avoir celui-là ! Qu'est-ce que tu as prévu ?
18302	J'ai toujours un de mes animaux en peluche préférés que j'ai depuis que je suis jeune.  Il est encore en assez bon état et me rappelle beaucoup de mon enfance.	C'est tellement gentil. C'est merveilleux d'avoir des choses qui rappellent ces beaux souvenirs.
18303	Oui, c'est vrai.  J'aime toujours garder les choses qui comptent beaucoup pour moi et c'était un cadeau de ma mère, alors c'est encore plus spécial.	Cela la rend vraiment spéciale. Je suis heureuse que tu aies ça.
18304	Je suis tellement impatiente pour mardi.	Que se passe-t-il mardi ?
18305	Ma maison pourrait être vendue !	Joli, combien vas-tu recevoir ?
18306	Si mes plans se réalisent, je déménagerai en France en hiver.	c'est trop cool ! omg magnifique... quelle partie de la france ?
18307	Paris.	magnifique, félicitations !
18308	Mon appartement est juste à côté de la benne à ordures de notre commplex.	C'est terrible, est-ce que ça sent mauvais ?
18309	non. Ce n'est pas le problème. Parfois, les gens laissent leurs ordures à l'extérieur et il y a beaucoup de ratons laveurs dehors la nuit.	Tu devrais en parler à quelqu'un.
18310	J'espère que je gagnerai à la loterie cette semaine.	Je pense que c'est mon tour de gagner à la loterie
18311	Nous pourrons peut-être le partager si nous gagnons.	Bien sûr, ça ressemble à un vrai plan. lol
18312	Une jeune fille en pleurs, attristée par la cruauté de nos aînés, m'a parlé de tous ces sentiments ; je me suis mise à pleurer et suis devenue très sentimentale.	....Quels sentiments ? De quoi tu parles ?
18313	Elle a dit que l'homme âgé s'est approché d'elle et lui a dit qu'elle était muette et que cela l'a rendue très triste et bouleversée.	Oh mec, c'est dur à entendre de la part d'une personne plus âgée que toi. Est-ce qu'elle va bien ?
18314	Ma 25e réunion d'anciens élèves du lycée arrive bientôt et je suis très excitée.	Ça a l'air amusant ! As-tu hâte de voir quelqu'un en particulier ?
18315	Honnêtement ? Il y avait cette fille qui me traitait vraiment mal - j'ai hâte qu'elle voie à quel point j'ai réussi !	J'espère qu'elle est là. Peut-être qu'elle regrettera la façon dont elle t'a traité.
18316	Un ouragan a frappé ma ville. La première nuit, j'ai cru que le vent allait arracher le toit de la maison.	Oh non ! Les ouragans sont effrayants.  J'en ai traversé quelques-uns moi-même.  C'était ton premier ?
18317	C'était mon troisième. Heureusement, nous n'avons pas perdu l'électricité pendant plus de quelques heures.	Lors de notre dernier ouragan, j'ai perdu l'électricité pendant 3 jours.  Le vent a fait des dégâts à ta maison ?
18318	Il a endommagé le toit et la clôture. Nous avons perdu l'électricité pendant six jours lors du premier ouragan que j'ai vécu.	Au final, je préfère être dans un ouragan que dans une tempête de neige. lol
18319	Je suis fidèle à mes principes, c'est pourquoi je ne mange pas de viande, car j'aime la vie.	Wow, tu es végétarienne ?
18320	Si j'ai déjà 10 ans de végétarisme	C'est sérieux.  Pour moi, je ne plaisante pas avec la viande.
18321	Ma fille a récemment dépassé le couvre-feu de trois heures !	Cela a dû te rendre furieuse
18322	J'étais super en colère, oui ! J'ai fini par la punir pendant trois semaines - une semaine pour chaque heure de retard.	Tu es vraiment un parent très strict.
18323	Oh mec- tu dois être vraiment intelligent pour faire un test pour Mensa ! Je parie que c'était difficile !	Certaines parties l'étaient, mais d'autres étaient faciles.
18324	J'ai un examen de certification qui arrive et je pense que je vais bien m'en sortir.	C'est génial ! Je suis sûre que tu seras bien préparée.
