Question	Reponse
Je suis adorable aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis attirant pour vous aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis attirant pour vous ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis attirante aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis belle pour toi aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis jolie pour toi aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis belle aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air attirant aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis mignon pour toi ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis mignon aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis beau pour toi aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis beau pour toi ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis magnifique aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis beau pour toi aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis belle pour toi ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air repoussant aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air beau aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air bien ?	Honnêtement, je ne peux pas dire si ça va ou non.
Est-ce que je te semble jolie aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air jolie pour toi ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis jolie aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis jolie ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air attirant aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air repoussant pour vous ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air magnifique aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air superbe aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air superbe ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air superbe aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air moche pour toi aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air laid pour toi ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air moche aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air repoussant pour vous aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air mignon ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves belle ? 	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air mauvais pour toi aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air mauvais pour vous ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air mauvais aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je te semble belle aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air beau pour toi ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air beau pour toi ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air mignon aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air beau pour toi aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air mignon aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air bien pour toi aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air bien pour toi ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air bien aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je te semble magnifique aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air magnifique ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air attirant pour vous ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que je suis belle aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis bien aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je adorable aujourd'hui ?	Honnêtement, je ne peux pas le dire d'une manière ou d'une autre.
Tu me trouves belle comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je mignon aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis mignon à quel point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je mignonne aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air mignon ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je belle ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves mignon à quel point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je belle aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis bon comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
De quoi ai-je l'air aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air bien ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point penses-tu que je suis bon aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves bon à quel point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je magnifique aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves mignonne à quel point aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Est-ce que j'ai l'air attirant ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu penses que j'ai l'air mal en point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point ai-je l'air adorable aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point ai-je l'air adorable ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point penses-tu que je suis adorable aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves adorable à quel point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je séduisante aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves belle comment aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je séduisante aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je magnifique ?	Honnêtement, je ne peux pas dire si c'est le cas ou non.
A quel point penses-tu que je suis séduisante aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point me trouvez-vous séduisante ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
De quoi ai-je l'air aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point j'ai l'air mal en point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis belle comment aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis belle comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je séduisante ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point pensez-vous que je sois époustouflant ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point ai-je l'air repoussant ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point penses-tu que je suis repoussant aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point penses-tu que je suis repoussant ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je époustouflant aujourd'hui ?	Honnêtement, je ne peux pas dire si c'est le cas ou non.
Je suis stupéfiant à quel point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je éblouissante aujourd'hui ?	Honnêtement, je ne peux pas dire si c'est le cas ou non.
Je suis beau à quel point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point pensez-vous que je sois époustouflant aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je repoussant aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je moche aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis moche comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je laid aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
J'ai l'air si moche que ça ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point penses-tu que je suis moche aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves moche comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point ai-je l'air époustouflant ?	Honnêtement, je ne peux pas dire si c'est le cas ou non.
Tu me trouves beau comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu penses que je suis laide aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point penses-tu que je suis magnifique aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves belle à quel point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je beau aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis beau comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je beau aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point ai-je l'air repoussant aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point penses-tu que je suis beau aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je repoussant ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je jolie aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis jolie comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je jolie aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je jolie ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves jolie comment aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves jolie comment ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je magnifique aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
A quel point suis-je beau ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu penses que je suis jolie ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Je suis adorable à quel point ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu trouves que j'ai l'air beau aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu trouves que je suis beau ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu penses que je suis beau aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves belle ? 	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu me trouves belle aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu penses que je suis magnifique aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu penses que j'ai l'air jolie aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu trouves que j'ai l'air magnifique ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu penses que je suis jolie aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
Tu penses que j'ai l'air repoussant aujourd'hui ?	Honnêtement, je ne peux pas dire dans un sens ou dans l'autre.
