Question	Reponse
Tu t'intéresses à une nouvelle industrie ?	Je ne pense pas
As-tu apprécié le voyage en train jusqu'ici ?	C'était très pittoresque.
Tu veux essayer un nouvel endroit branché ?	Un nouvel endroit cool pour manger serait intéressant.
Tu aimes lire des livres d'auto-assistance ?	Je lis surtout des romans fantastiques
Tu cherches un travail dans le même domaine ?	Je pense que ce serait la meilleure solution.
Tu es occupée samedi ?	Je cours un marathon.
Tu aimes regarder des films au cinéma ?	Netflix est meilleur.
Tu as une dent sucrée ?	Le chocolat est mon aliment préféré.
As-tu regardé les coûts de logement ?	J'ai été choquée par le montant des frais de copropriété mais je n'ai pas été surprise autrement.
Tu veux rejoindre un sport d'équipe ?	Ce serait amusant.
Joues-tu toujours du piano ?	Mon clavier prend la poussière.
Tu veux aller boire un verre ?	J'aimerais beaucoup
As-tu regardé les coûts de logement ?	Je viens de commencer à le faire
Est-ce que tu chantes ?	Seulement dans la douche.
Tu aimes manger au restaurant ?	J'adore manger au restaurant
Tu aimes la fiction historique ?	La fiction historique est passionnante et pleine d'imagination !
Tu aimes la cuisine italienne ?	N'importe quand, n'importe quel jour.
Tes parents vont bien ?	Ils se débrouillent très bien
As-tu entendu parler d'attractions à proximité qui t'intéressent ?	Il y a un tout nouveau centre commercial que j'aimerais visiter.
Tu aimes les événements sportifs ?	Quand c'est un match serré.
Tu aimes le steak ?	J'aime manger un steak cuit à point.
Préfères-tu une alimentation saine ?	Je suis une accro du fast-food.
Tu aimes cuisiner ou faire de la pâtisserie ?	J'apprécie les deux.
Est-ce à plein temps ?	Seulement à temps partiel jusqu'à présent.
C'est bon de me voir ?	Je me sens à nouveau complète.
Le prix est-il raisonnable ?	Assez décent.
Veux-tu rester à l'intérieur ce soir ?	Rien ne serait mieux qu'une nuit à l'intérieur.
Préfères-tu les biographies ?	Je les apprécie ici et là.
Tu dois travailler ce week-end ?	Heureusement, je ne dois pas travailler à ce moment-là.
Tu aimerais venir dîner ?	Un dîner chez toi serait charmant
Y a-t-il quelque chose que tu ne veux absolument pas manger ?	Les globes oculaires de la vache !
Tu es nouveau dans le quartier ?	Je suis là depuis un moment.
As-tu vu la nouvelle exposition d'art qui se trouve à l'hôtel de ville ?	J'admire vraiment les artistes locaux du coin.
Es-tu satisfait de ta maison ?	C'est tout ce que j'ai toujours voulu.
Es-tu satisfait de ton salaire ?	Je voudrais une augmentation.
Tu vis toujours à San Antonio ?	J'ai déménagé il y a un moment.
Tu t'inscris à la parade de Noël ?	Pas cette année
Tu aimes le Rock and Roll ?	Je l'écoute chaque week-end.
Tu rentres à pied ?	Je dois attraper le prochain bus.
Tu aimes les activités de plein air ?	J'aime faire des choses à l'extérieur
Tu aimes l'idée de t'inscrire auprès d'agents de recrutement ?	J'en ai une qui fonctionne pour moi.
Tu aimes la pop ?	Je l'aime bien dans la voiture.
As-tu entendu parler du mariage de notre ami John ?	Je ne suis pas dans le coup.
Tu es nouveau dans ce pays ?	Je suis née ici.
Y a-t-il une aire de jeux à proximité ?	Je ne connais pas encore très bien la région.
Tu es toujours mariée ?	Je suis toujours mariée à mon amour de lycée.
Tu es un fan de Stephen King ?	J'aime It, Misery et The Shining.
Tu es déjà allée dans les parcs de la région ?	Je ne connais pas cet endroit.
Tu es déjà allée au lac Travis ?	Le lac sur le fleuve Colorado est superbe et magnifique.
Peut-on acheter un CD de rock pour l'écouter ensemble ?	Tant que c'est du rock classique.
Prévois-tu de voir ton amie pendant cette visite ?	Ils me retrouvent pour déjeuner demain.
Préfères-tu une autre carrière ?	Je pense que je dois changer de chemin.
Tu veux faire des choses qui sont uniques à ma ville ?	Tout ce qui fait flotter ton bateau.
As-tu trouvé un emploi ?	J'ai postulé partout.
Tu aimes les hamburgers et les frites ?	Ce sont des repas réguliers pour moi
Tu vis dans cette ville ?	Je suis ici depuis vingt ans
Tu travailles toujours en tant qu'avocat ?	Je viens d'emballer une grosse affaire hier.
Tu aimes la cuisine italienne ?	J'adore les lasagnes.
As-tu vérifié ton crédit pour voir si tu peux demander une hypothèque ?	J'ai rencontré les banques.
Tu as un chien ?	J'en ai deux.
Tu es déjà allée dans les parcs de la région ?	Pas tous
Tu vas aller à la salle de sport aujourd'hui ?	J'y suis déjà allée ce matin.
As-tu déjà essayé la contra dance ?	Je n'ai jamais essayé de danser comme ça avant.
Tu cherches un emploi à New York ?	Cela fait un an que je cherche.
Tu es un fan de science-fiction ?	Alien hehe
Tu aimes le Seigneur des Anneaux ?	J'ai apprécié les livres
Tu regardes beaucoup de films ?	J'en regarde un chaque week-end.
Tu as des enfants ?	42 un.
Lis-tu souvent des ouvrages non fictionnels ?	J'adore les romans policiers.
Es-tu déjà venu ici ?	C'est ma première fois.
As-tu joué d'un instrument ?	J'ai tâtonné avec le piano.
As-tu une expérience de la gestion ?	J'ai été manager pendant de nombreuses années.
As-tu essayé le nouveau restaurant près du travail ?	Je n'y suis pas encore allée.
Tu aimes Michael Buble ?	Qui ?
On retourne à la mienne ?	J'aimerais m'arrêter à une supérette en chemin.
Tu as fait un bon voyage ?	Oui et le tien ?
Tu aimes voler ?	Je trouve cela paisible.
Tu aimes le fitness ?	Sauter à la corde est important pour moi.
Préfères-tu lire de la non fiction ?	La fiction est plus relaxante, à mon avis.
Tu pars aussi ?	Je suis sur le chemin du retour.
Tu veux partir en solo ?	Je ne serais pas contre un peu de compagnie.
Tu as tes clés ?	Ils sont dans ma poche.
Tu aimes voyager ?	Nous sommes récemment rentrés d'Inde
Tu n'es pas satisfait de tes conditions de travail ?	Ils sont plus stressants que je ne l'aime.
Ta famille va bien ?	Tout le monde va très bien. Et toi ?
Tu aimerais vivre dans les quartiers chics ?	J'adorerais y vivre.
Qu'aimerais-tu manger aujourd'hui ?	Je suis ouvert.
Bonjour et ravi de te voir, que fais-tu comme travail ?	Heureuse de te voir aussi, je suis une enseignante.
Tu aimes la musique instrumentale ?	Je préfère écouter les voix.
Tu t'intéresses aux jeux vidéo ?	Les jeux vidéo ne sont pas vraiment mon truc.
As-tu des animaux domestiques ?	J'ai un chat.
La musique country est-elle ta musique préférée ?	Je préfère la pop
Est-ce que tu gagnes assez d'argent à ton travail ?	Je m'en sors bien.
As-tu de l'expérience dans ce rôle ?	Je suis l'une des plus expérimentées de la région.
Tu es un fan des super-héros ?	Marvel & DC <3
Es-tu ouvert à l'idée d'avoir des colocataires ?	En ce moment, j'aimerais vraiment vivre seule.
Tu es divorcée ?	Nous avons tenu bon.
Préfères-tu la fiction ?	J'adore les films et les séries SuperHéros.
Tu es végétarienne ou végétalienne ?	Je ne mange pas de poisson.
Tu aimes l'art ?	C'est amusant à faire.
Tu aimes la musique reggaeton ?	Je n'écoute pas vraiment de reggaeton.
Es-tu heureux de ton travail ?	Les choses vont bien là-bas.
Tu veux du fast-food ?	Je préfère quelque chose de plus sain.
As-tu déjà joué d'un instrument ?	Violon
Es-tu toujours en contact avec des amis de notre ancien quartier ?	Tina et moi parlons tous les jours.
Tu es fan de fruits de mer ?	J'aime les poissons d'eau salée de temps en temps.
Tu veux me recommander un livre de non-fiction ?	Tu pourrais aimer cette biographie que je lis en ce moment.
Le bâtiment est un gratte-ciel ?	Ce n'est pas trop élevé
Tu aimerais regarder un film pendant que nous mangeons le dîner ?	Un dîner et un film, ça a l'air génial.
Tu restes ici pour quelques semaines ?	Juste le week-end.
Tu as vécu ici ?	J'ai déménagé ici au printemps.
Tu es nouvelle au Texas ?	C'est la première fois que je vis au Texas.
Tu t'intéresses aux jeux vidéo ?	J'adore les jeux vidéo comme The Witcher :-)
Le Seigneur des Anneaux n'est-il pas ennuyeux ?	Je n'ai pas pu le terminer.
Es-tu en contact avec d'autres personnes dont nous avons besoin depuis notre enfance ?	seulement un couple de filles
Tu veux aller au cinéma ce week-end ?	S'il y a une comédie à l'affiche.
As-tu déjà assisté à un concert de rock en direct ?	J'ai vu ACDC en concert une fois.
Tu veux aller faire du patin à glace ?	Je préfère faire de la raquette.
Tu aimes les sports d'équipe ?	Je préfère les sports solitaires.
As-tu entendu la nouvelle chanson de Lizzo ?	J'ai son album
Tu as un gros budget ?	Tu dois avoir une somme d'argent raisonnable pour acheter une propriété à NYC.
Tu cherches un immeuble avec un ascenseur ?	Peux-tu imaginer monter nos meubles sur huit étages ?
Est-ce une augmentation de salaire ?	C'est une sorte de promotion.
Tu vas rejoindre l'équipe au bar ce soir ?	Dans quel pub allons-nous plus tard ?
Tu as déjà fait du bowling ?	Je ne l'ai pas fait depuis quelques années
Tu as déménagé ici à cause du travail ?	Nous avons déménagé ici à cause du travail de mon mari.
Tu aimes le ski ?	C'est un de mes passe-temps
Es-tu à l'aise avec les enfants qui jouent dehors ?	Ça ne me dérange pas, j'adore les enfants.
Tu veux vivre dans un quartier tranquille ?	J'apprécie la paix et la tranquillité.
Tu as prévu de voyager cette année ?	Il n'est pas prévu de s'éloigner trop de la maison.
Tu aimes les romans policiers à suspense ?	C'est le cas, j'en lis au moins un par semaine.
Est-ce que tu es souvent promu ?	"Je suppose que cela dépend de ta définition de ""souvent""."
Tu vas vivre seule ?	Je préfère vivre seule
Tu vas à la pêche les week-ends ?	Je n'ai pas de canne à pêche ni de filet.
Tu es un fan de fantasy ?	"J'aime beaucoup ""His dark materials"""
Tu aimes aller dans des endroits haut de gamme ?	Je ne mange que du McDonald's.
Tu aimes l'atmosphère tranquille d'un restaurant ?	C'est très relaxant.
Tu aimes les fêtes ?	J'aime aller à des fêtes
Tu as bien traversé l'aéroport ?	J'ai à peine réussi à prendre mon vol.
Tu as un travail que tu aimes ?	Je suis malheureuse dans ma carrière.
Tu aimes aller au lac ?	J'essaie de visiter le lac tous les jours,
Vas-tu regarder ce nouveau drame ce soir ?	Si j'arrive à rentrer à temps.
Tu veux jouer à des jeux vidéo ?	"Connais tu le jeu ""Left 4 Dead"" ? Je l'apprécie bien :-)"
Y a-t-il beaucoup de gens qui vont et viennent ?	La plupart des gens ne tiennent pas un mois.
Tu aimes les jeux vidéo ?	CoD ;)
Tu es fan de la série Harry Potter ?	Oui, j'ai aimé les films et les livres.
Lis-tu beaucoup de non-fiction ?	Oui.
Tu es fan de musique en direct ?	C'est toujours intéressant.
Est-ce que tu irais à un spectacle de rock punk ?	Ce n'est pas mon genre préféré.
Hé, hé, d'où venez-vous tous et qu'est-ce qui vous amène au Texas ?	Nous ne faisons que passer sur notre chemin du Canada au Mexique.
Tu as fini pour la semaine ?	C'est moi qui suis fait
Assistes-tu régulièrement à des concerts ?	Seulement toutes les quelques années.
Tu cherches un appartement dans un quartier où il fait bon marcher ?	Je vais probablement prendre les transports en commun à la place.
Tu es fan de bandes sonores de films ?	Cela dépend du type de film.
Tu aimes les salades ?	Manger des légumes, c'est bon et c'est bon pour toi.
Tu as une station de musique préférée ?	Je n'écoute pas la radio.
Tu vis dans l'immeuble depuis longtemps ?	Nous venons d'emménager la semaine dernière.
Tu aimes la musique de Gwen Stefani ?	Je ne suis pas une fan de Gwen Stefani.
Tu veux vivre à moins d'un kilomètre du métro ?	Je préfère être plus proche que ça.
Tu aimes le Rock and Roll ?	Imagine Dragons comptent ?
As-tu entendu parler d'attractions à proximité qui t'intéressent ?	J'ai entendu dire que les musées d'art sont merveilleux ici.
Ton travail requiert-il une compétence particulière ?	J'ai besoin de connaître SalesForce à fond.
Es-tu un pescatarien ?	Je suis végétalienne.
Tu as besoin d'être proche de ton travail ?	Le métro est facile à parcourir.
As-tu l'expérience nécessaire pour réussir dans ce travail ?	Je suis surqualifiée pour le poste.
Je peux avoir ton numéro pour que nous puissions nous reconnecter plus tard ?	Laisse-moi appeler ton numéro pour que tu puisses l'avoir.
Tu cherches quelque chose de plus stimulant mentalement ?	Je préfère travailler avec mes mains.
Travailleras-tu du lundi au vendredi ?	Je vais devoir travailler les week-ends.
Tu aimes l'EDM ?	Si j'ai de bons écouteurs.
Je peux t'acheter des ailes de poulet ?	Tant qu'ils ne sont pas épicés.
Tu aimes rester occupé au travail ?	Je trouve que le temps passe plus vite quand je reste occupée.
Est-ce que c'est dans un bon quartier de la ville ?	Le taux de criminalité est faible.
Es-tu plus un lecteur de fiction ou de non-fiction ?	Je dirais que c'est de la fiction
Tu veux aller voir de la musique live avec moi ce soir ?	Je préfère rester à la maison et jouer aux jeux vidéo.
Tu aimes la cuisine italienne ?	C'est mon préféré
Regardes-tu des films romantiques ?	Je les adore !
Tu as des animaux de compagnie ?	Nos poissons rouges et nos chats s'entendent bien.
Tu prévois de prendre des vacances bientôt ?	Nous partons en Espagne le mois prochain.
Vas-tu rentrer directement à la maison ?	Je dois d'abord faire quelques courses.
Les activités extérieures sont-elles quelque chose que tu aimes ?	J'aime la randonnée et le ski.
Tu aimes les aliments qui sont principalement cuits au barbecue ?	L'important, c'est le goût.
C'est la première fois que tu vis dans cet État ?	Je ne suis jamais venu ici auparavant.
Tu veux te joindre à moi pour boire une bière ?	Je ne peux pas boire.
Aimerais-tu aller prendre un café pour rattraper le temps perdu ?	Nous pourrions nous rencontrer ce week-end.
Est-ce que tu travailles plus de 8 heures ?	Je travaille entre 7 et 9 heures par jour.
Est-ce le moment de se détendre ?	Je vais aller faire trempette dans ma baignoire.
Préfères-tu manger plus tard dans la soirée ?	J'essaie de manger avant 19 heures.
Tu vis dans le coin ?	J'habite au coin de la rue
Tu veux travailler plus près de chez toi ?	Qui ne le ferait pas ?
Peux-tu manger n'importe quel type de nourriture ?	Je n'ai pas de limites.
Tu as envie de faire une longue promenade demain ?	Si je peux avoir un bon sommeil ce soir.
Tu veux aller prendre un café ?	C'est une excellente idée.
Tu es à la recherche d'un nouvel emploi ?	J'ai déjà déposé quelques candidatures.
Vous avez eu une semaine productive ?	C'était une semaine assez chargée.
Tu veux aller au centre commercial d'usine ?	Allons-y !
Ton nouvel appartement a une bonne vue ?	Il a une très bonne vue
Tu regardes beaucoup de films ?	Je passe trop de temps à regarder des films
Tu aimes les aliments épicés ?	Pas autant que tous les autres sur cette plateforme.
Est-ce que tu travailles seul ?	Je partage un box avec une autre personne.
Tu veux entrer et prendre une tasse de thé ?	Tu peux d'abord venir chez moi
Auras-tu besoin d'un prêt pour l'acheter ?	Peut-être un petit
Tu aimes les romans graphiques ?	Je les préfère aux livres.
Tu veux aller danser ?	J'ai deux pieds gauches.
As-tu déjà participé à un grand festival de musique ?	J'en touche généralement un ou deux par été.
Le travail était-il stressant aujourd'hui ?	Tout s'est bien passé.
La biographie que tu as lue était-elle bonne ?	Je pensais que c'était
